metric_id,metric_name,policy_event,geography,value_num,value_unit,sample_note,source_doc
TM-SYN-0325,Synthetic trade metric 0325 (percent),China WTO accession,Germany,19.51,percent,Synthetic sample note 0325 for China WTO accession in Germany,2603.23825v1.pdf
TM-SYN-0326,Synthetic trade metric 0326 (elasticity),Regional trade agreement wave,USA,7.95,elasticity,Synthetic sample note 0326 for Regional trade agreement wave in USA,2603.23825v1.pdf
TM-SYN-0327,Synthetic trade metric 0327 (probability),Export rebate reform,Japan,0.203,probability,Synthetic sample note 0327 for Export rebate reform in Japan,2603.23825v1.pdf
TM-SYN-0328,Synthetic trade metric 0328 (flag),Tariff cut package,China,1.0,flag,Synthetic sample note 0328 for Tariff cut package in China,2603.23825v1.pdf
TM-SYN-0329,Synthetic trade metric 0329 (index),Customs facilitation program,India,31.71,index,Synthetic sample note 0329 for Customs facilitation program in India,2603.23825v1.pdf
TM-SYN-0330,Synthetic trade metric 0330 (percent),China WTO accession,Vietnam,4.51,percent,Synthetic sample note 0330 for China WTO accession in Vietnam,2603.23825v1.pdf
TM-SYN-0331,Synthetic trade metric 0331 (elasticity),Regional trade agreement wave,Mexico,3.85,elasticity,Synthetic sample note 0331 for Regional trade agreement wave in Mexico,2603.23825v1.pdf
TM-SYN-0332,Synthetic trade metric 0332 (probability),Export rebate reform,Brazil,0.138,probability,Synthetic sample note 0332 for Export rebate reform in Brazil,2603.23825v1.pdf
TM-SYN-0333,Synthetic trade metric 0333 (flag),Tariff cut package,Germany,0.0,flag,Synthetic sample note 0333 for Tariff cut package in Germany,2603.23825v1.pdf
TM-SYN-0334,Synthetic trade metric 0334 (index),Customs facilitation program,USA,37.68,index,Synthetic sample note 0334 for Customs facilitation program in USA,2603.23825v1.pdf
TM-SYN-0335,Synthetic trade metric 0335 (percent),China WTO accession,Japan,32.67,percent,Synthetic sample note 0335 for China WTO accession in Japan,2603.23825v1.pdf
TM-SYN-0336,Synthetic trade metric 0336 (elasticity),Regional trade agreement wave,China,6.12,elasticity,Synthetic sample note 0336 for Regional trade agreement wave in China,2603.23825v1.pdf
TM-SYN-0337,Synthetic trade metric 0337 (probability),Export rebate reform,India,0.063,probability,Synthetic sample note 0337 for Export rebate reform in India,2603.23825v1.pdf
TM-SYN-0338,Synthetic trade metric 0338 (flag),Tariff cut package,Vietnam,1.0,flag,Synthetic sample note 0338 for Tariff cut package in Vietnam,2603.23825v1.pdf
TM-SYN-0339,Synthetic trade metric 0339 (index),Customs facilitation program,Mexico,7.48,index,Synthetic sample note 0339 for Customs facilitation program in Mexico,2603.23825v1.pdf
TM-SYN-0340,Synthetic trade metric 0340 (percent),China WTO accession,Brazil,13.3,percent,Synthetic sample note 0340 for China WTO accession in Brazil,2603.23825v1.pdf
TM-SYN-0341,Synthetic trade metric 0341 (elasticity),Regional trade agreement wave,Germany,4.58,elasticity,Synthetic sample note 0341 for Regional trade agreement wave in Germany,2603.23825v1.pdf
TM-SYN-0342,Synthetic trade metric 0342 (probability),Export rebate reform,USA,0.194,probability,Synthetic sample note 0342 for Export rebate reform in USA,2603.23825v1.pdf
TM-SYN-0343,Synthetic trade metric 0343 (flag),Tariff cut package,Japan,0.0,flag,Synthetic sample note 0343 for Tariff cut package in Japan,2603.23825v1.pdf
TM-SYN-0344,Synthetic trade metric 0344 (index),Customs facilitation program,China,8.12,index,Synthetic sample note 0344 for Customs facilitation program in China,2603.23825v1.pdf
TM-SYN-0345,Synthetic trade metric 0345 (percent),China WTO accession,India,19.93,percent,Synthetic sample note 0345 for China WTO accession in India,2603.23825v1.pdf
TM-SYN-0346,Synthetic trade metric 0346 (elasticity),Regional trade agreement wave,Vietnam,4.32,elasticity,Synthetic sample note 0346 for Regional trade agreement wave in Vietnam,2603.23825v1.pdf
TM-SYN-0347,Synthetic trade metric 0347 (probability),Export rebate reform,Mexico,0.213,probability,Synthetic sample note 0347 for Export rebate reform in Mexico,2603.23825v1.pdf
TM-SYN-0348,Synthetic trade metric 0348 (flag),Tariff cut package,Brazil,1.0,flag,Synthetic sample note 0348 for Tariff cut package in Brazil,2603.23825v1.pdf
TM-SYN-0349,Synthetic trade metric 0349 (index),Customs facilitation program,Germany,34.91,index,Synthetic sample note 0349 for Customs facilitation program in Germany,2603.23825v1.pdf
TM-SYN-0350,Synthetic trade metric 0350 (percent),China WTO accession,USA,36.47,percent,Synthetic sample note 0350 for China WTO accession in USA,2603.23825v1.pdf
TM-SYN-0351,Synthetic trade metric 0351 (elasticity),Regional trade agreement wave,Japan,1.26,elasticity,Synthetic sample note 0351 for Regional trade agreement wave in Japan,2603.23825v1.pdf
TM-SYN-0352,Synthetic trade metric 0352 (probability),Export rebate reform,China,0.206,probability,Synthetic sample note 0352 for Export rebate reform in China,2603.23825v1.pdf
TM-SYN-0353,Synthetic trade metric 0353 (flag),Tariff cut package,India,0.0,flag,Synthetic sample note 0353 for Tariff cut package in India,2603.23825v1.pdf
TM-SYN-0354,Synthetic trade metric 0354 (index),Customs facilitation program,Vietnam,10.33,index,Synthetic sample note 0354 for Customs facilitation program in Vietnam,2603.23825v1.pdf
TM-SYN-0355,Synthetic trade metric 0355 (percent),China WTO accession,Mexico,31.73,percent,Synthetic sample note 0355 for China WTO accession in Mexico,2603.23825v1.pdf
TM-SYN-0356,Synthetic trade metric 0356 (elasticity),Regional trade agreement wave,Brazil,7.56,elasticity,Synthetic sample note 0356 for Regional trade agreement wave in Brazil,2603.23825v1.pdf
TM-SYN-0357,Synthetic trade metric 0357 (probability),Export rebate reform,Germany,0.218,probability,Synthetic sample note 0357 for Export rebate reform in Germany,2603.23825v1.pdf
TM-SYN-0358,Synthetic trade metric 0358 (flag),Tariff cut package,USA,1.0,flag,Synthetic sample note 0358 for Tariff cut package in USA,2603.23825v1.pdf
TM-SYN-0359,Synthetic trade metric 0359 (index),Customs facilitation program,Japan,20.29,index,Synthetic sample note 0359 for Customs facilitation program in Japan,2603.23825v1.pdf
TM-SYN-0360,Synthetic trade metric 0360 (percent),China WTO accession,China,31.37,percent,Synthetic sample note 0360 for China WTO accession in China,2603.23825v1.pdf
TM-SYN-0361,Synthetic trade metric 0361 (elasticity),Regional trade agreement wave,India,3.51,elasticity,Synthetic sample note 0361 for Regional trade agreement wave in India,2603.23825v1.pdf
TM-SYN-0362,Synthetic trade metric 0362 (probability),Export rebate reform,Vietnam,0.061,probability,Synthetic sample note 0362 for Export rebate reform in Vietnam,2603.23825v1.pdf
TM-SYN-0363,Synthetic trade metric 0363 (flag),Tariff cut package,Mexico,0.0,flag,Synthetic sample note 0363 for Tariff cut package in Mexico,2603.23825v1.pdf
TM-SYN-0364,Synthetic trade metric 0364 (index),Customs facilitation program,Brazil,27.76,index,Synthetic sample note 0364 for Customs facilitation program in Brazil,2603.23825v1.pdf
TM-SYN-0365,Synthetic trade metric 0365 (percent),China WTO accession,Germany,31.46,percent,Synthetic sample note 0365 for China WTO accession in Germany,2603.23825v1.pdf
TM-SYN-0366,Synthetic trade metric 0366 (elasticity),Regional trade agreement wave,USA,4.23,elasticity,Synthetic sample note 0366 for Regional trade agreement wave in USA,2603.23825v1.pdf
TM-SYN-0367,Synthetic trade metric 0367 (probability),Export rebate reform,Japan,0.125,probability,Synthetic sample note 0367 for Export rebate reform in Japan,2603.23825v1.pdf
TM-SYN-0368,Synthetic trade metric 0368 (flag),Tariff cut package,China,1.0,flag,Synthetic sample note 0368 for Tariff cut package in China,2603.23825v1.pdf
TM-SYN-0369,Synthetic trade metric 0369 (index),Customs facilitation program,India,37.43,index,Synthetic sample note 0369 for Customs facilitation program in India,2603.23825v1.pdf
TM-SYN-0370,Synthetic trade metric 0370 (percent),China WTO accession,Vietnam,0.98,percent,Synthetic sample note 0370 for China WTO accession in Vietnam,2603.23825v1.pdf
TM-SYN-0371,Synthetic trade metric 0371 (elasticity),Regional trade agreement wave,Mexico,3.68,elasticity,Synthetic sample note 0371 for Regional trade agreement wave in Mexico,2603.23825v1.pdf
TM-SYN-0372,Synthetic trade metric 0372 (probability),Export rebate reform,Brazil,0.074,probability,Synthetic sample note 0372 for Export rebate reform in Brazil,2603.23825v1.pdf
TM-SYN-0373,Synthetic trade metric 0373 (flag),Tariff cut package,Germany,0.0,flag,Synthetic sample note 0373 for Tariff cut package in Germany,2603.23825v1.pdf
TM-SYN-0374,Synthetic trade metric 0374 (index),Customs facilitation program,USA,39.64,index,Synthetic sample note 0374 for Customs facilitation program in USA,2603.23825v1.pdf
TM-SYN-0375,Synthetic trade metric 0375 (percent),China WTO accession,Japan,15.93,percent,Synthetic sample note 0375 for China WTO accession in Japan,2603.23825v1.pdf
TM-SYN-0376,Synthetic trade metric 0376 (elasticity),Regional trade agreement wave,China,3.94,elasticity,Synthetic sample note 0376 for Regional trade agreement wave in China,2603.23825v1.pdf
TM-SYN-0377,Synthetic trade metric 0377 (probability),Export rebate reform,India,0.132,probability,Synthetic sample note 0377 for Export rebate reform in India,2603.23825v1.pdf
TM-SYN-0378,Synthetic trade metric 0378 (flag),Tariff cut package,Vietnam,1.0,flag,Synthetic sample note 0378 for Tariff cut package in Vietnam,2603.23825v1.pdf
TM-SYN-0379,Synthetic trade metric 0379 (index),Customs facilitation program,Mexico,7.99,index,Synthetic sample note 0379 for Customs facilitation program in Mexico,2603.23825v1.pdf
TM-SYN-0380,Synthetic trade metric 0380 (percent),China WTO accession,Brazil,31.83,percent,Synthetic sample note 0380 for China WTO accession in Brazil,2603.23825v1.pdf
TM-SYN-0381,Synthetic trade metric 0381 (elasticity),Regional trade agreement wave,Germany,4.76,elasticity,Synthetic sample note 0381 for Regional trade agreement wave in Germany,2603.23825v1.pdf
TM-SYN-0382,Synthetic trade metric 0382 (probability),Export rebate reform,USA,0.069,probability,Synthetic sample note 0382 for Export rebate reform in USA,2603.23825v1.pdf
TM-SYN-0383,Synthetic trade metric 0383 (flag),Tariff cut package,Japan,0.0,flag,Synthetic sample note 0383 for Tariff cut package in Japan,2603.23825v1.pdf
TM-SYN-0384,Synthetic trade metric 0384 (index),Customs facilitation program,China,26.69,index,Synthetic sample note 0384 for Customs facilitation program in China,2603.23825v1.pdf
TM-SYN-0385,Synthetic trade metric 0385 (percent),China WTO accession,India,24.47,percent,Synthetic sample note 0385 for China WTO accession in India,2603.23825v1.pdf
TM-SYN-0386,Synthetic trade metric 0386 (elasticity),Regional trade agreement wave,Vietnam,6.48,elasticity,Synthetic sample note 0386 for Regional trade agreement wave in Vietnam,2603.23825v1.pdf
TM-SYN-0387,Synthetic trade metric 0387 (probability),Export rebate reform,Mexico,0.114,probability,Synthetic sample note 0387 for Export rebate reform in Mexico,2603.23825v1.pdf
TM-SYN-0388,Synthetic trade metric 0388 (flag),Tariff cut package,Brazil,1.0,flag,Synthetic sample note 0388 for Tariff cut package in Brazil,2603.23825v1.pdf
TM-SYN-0389,Synthetic trade metric 0389 (index),Customs facilitation program,Germany,22.01,index,Synthetic sample note 0389 for Customs facilitation program in Germany,2603.23825v1.pdf
TM-SYN-0390,Synthetic trade metric 0390 (percent),China WTO accession,USA,7.09,percent,Synthetic sample note 0390 for China WTO accession in USA,2603.23825v1.pdf
TM-SYN-0391,Synthetic trade metric 0391 (elasticity),Regional trade agreement wave,Japan,0.73,elasticity,Synthetic sample note 0391 for Regional trade agreement wave in Japan,2603.23825v1.pdf
TM-SYN-0392,Synthetic trade metric 0392 (probability),Export rebate reform,China,0.088,probability,Synthetic sample note 0392 for Export rebate reform in China,2603.23825v1.pdf
TM-SYN-0393,Synthetic trade metric 0393 (flag),Tariff cut package,India,0.0,flag,Synthetic sample note 0393 for Tariff cut package in India,2603.23825v1.pdf
TM-SYN-0394,Synthetic trade metric 0394 (index),Customs facilitation program,Vietnam,25.4,index,Synthetic sample note 0394 for Customs facilitation program in Vietnam,2603.23825v1.pdf
TM-SYN-0395,Synthetic trade metric 0395 (percent),China WTO accession,Mexico,31.44,percent,Synthetic sample note 0395 for China WTO accession in Mexico,2603.23825v1.pdf
TM-SYN-0396,Synthetic trade metric 0396 (elasticity),Regional trade agreement wave,Brazil,1.73,elasticity,Synthetic sample note 0396 for Regional trade agreement wave in Brazil,2603.23825v1.pdf
TM-SYN-0397,Synthetic trade metric 0397 (probability),Export rebate reform,Germany,0.076,probability,Synthetic sample note 0397 for Export rebate reform in Germany,2603.23825v1.pdf
TM-SYN-0398,Synthetic trade metric 0398 (flag),Tariff cut package,USA,1.0,flag,Synthetic sample note 0398 for Tariff cut package in USA,2603.23825v1.pdf
TM-SYN-0399,Synthetic trade metric 0399 (index),Customs facilitation program,Japan,37.71,index,Synthetic sample note 0399 for Customs facilitation program in Japan,2603.23825v1.pdf
TM-SYN-0400,Synthetic trade metric 0400 (percent),China WTO accession,China,8.56,percent,Synthetic sample note 0400 for China WTO accession in China,2603.23825v1.pdf
TM-SYN-0401,Synthetic trade metric 0401 (elasticity),Regional trade agreement wave,India,1.58,elasticity,Synthetic sample note 0401 for Regional trade agreement wave in India,2603.23825v1.pdf
TM-SYN-0402,Synthetic trade metric 0402 (probability),Export rebate reform,Vietnam,0.168,probability,Synthetic sample note 0402 for Export rebate reform in Vietnam,2603.23825v1.pdf
TM-SYN-0403,Synthetic trade metric 0403 (flag),Tariff cut package,Mexico,0.0,flag,Synthetic sample note 0403 for Tariff cut package in Mexico,2603.23825v1.pdf
TM-SYN-0404,Synthetic trade metric 0404 (index),Customs facilitation program,Brazil,39.76,index,Synthetic sample note 0404 for Customs facilitation program in Brazil,2603.23825v1.pdf
TM-SYN-0405,Synthetic trade metric 0405 (percent),China WTO accession,Germany,8.9,percent,Synthetic sample note 0405 for China WTO accession in Germany,2603.23825v1.pdf
TM-SYN-0406,Synthetic trade metric 0406 (elasticity),Regional trade agreement wave,USA,4.5,elasticity,Synthetic sample note 0406 for Regional trade agreement wave in USA,2603.23825v1.pdf
TM-SYN-0407,Synthetic trade metric 0407 (probability),Export rebate reform,Japan,0.016,probability,Synthetic sample note 0407 for Export rebate reform in Japan,2603.23825v1.pdf
TM-SYN-0408,Synthetic trade metric 0408 (flag),Tariff cut package,China,1.0,flag,Synthetic sample note 0408 for Tariff cut package in China,2603.23825v1.pdf
TM-SYN-0409,Synthetic trade metric 0409 (index),Customs facilitation program,India,16.39,index,Synthetic sample note 0409 for Customs facilitation program in India,2603.23825v1.pdf
TM-SYN-0410,Synthetic trade metric 0410 (percent),China WTO accession,Vietnam,16.53,percent,Synthetic sample note 0410 for China WTO accession in Vietnam,2603.23825v1.pdf
TM-SYN-0411,Synthetic trade metric 0411 (elasticity),Regional trade agreement wave,Mexico,5.16,elasticity,Synthetic sample note 0411 for Regional trade agreement wave in Mexico,2603.23825v1.pdf
TM-SYN-0412,Synthetic trade metric 0412 (probability),Export rebate reform,Brazil,0.019,probability,Synthetic sample note 0412 for Export rebate reform in Brazil,2603.23825v1.pdf
TM-SYN-0413,Synthetic trade metric 0413 (flag),Tariff cut package,Germany,0.0,flag,Synthetic sample note 0413 for Tariff cut package in Germany,2603.23825v1.pdf
TM-SYN-0414,Synthetic trade metric 0414 (index),Customs facilitation program,USA,10.02,index,Synthetic sample note 0414 for Customs facilitation program in USA,2603.23825v1.pdf
TM-SYN-0415,Synthetic trade metric 0415 (percent),China WTO accession,Japan,7.54,percent,Synthetic sample note 0415 for China WTO accession in Japan,2603.23825v1.pdf
TM-SYN-0416,Synthetic trade metric 0416 (elasticity),Regional trade agreement wave,China,7.67,elasticity,Synthetic sample note 0416 for Regional trade agreement wave in China,2603.23825v1.pdf
TM-SYN-0417,Synthetic trade metric 0417 (probability),Export rebate reform,India,0.133,probability,Synthetic sample note 0417 for Export rebate reform in India,2603.23825v1.pdf
TM-SYN-0418,Synthetic trade metric 0418 (flag),Tariff cut package,Vietnam,1.0,flag,Synthetic sample note 0418 for Tariff cut package in Vietnam,2603.23825v1.pdf
TM-SYN-0419,Synthetic trade metric 0419 (index),Customs facilitation program,Mexico,11.13,index,Synthetic sample note 0419 for Customs facilitation program in Mexico,2603.23825v1.pdf
TM-SYN-0420,Synthetic trade metric 0420 (percent),China WTO accession,Brazil,23.26,percent,Synthetic sample note 0420 for China WTO accession in Brazil,2603.23825v1.pdf
TM-SYN-0421,Synthetic trade metric 0421 (elasticity),Regional trade agreement wave,Germany,1.32,elasticity,Synthetic sample note 0421 for Regional trade agreement wave in Germany,2603.23825v1.pdf
TM-SYN-0422,Synthetic trade metric 0422 (probability),Export rebate reform,USA,0.182,probability,Synthetic sample note 0422 for Export rebate reform in USA,2603.23825v1.pdf
TM-SYN-0423,Synthetic trade metric 0423 (flag),Tariff cut package,Japan,0.0,flag,Synthetic sample note 0423 for Tariff cut package in Japan,2603.23825v1.pdf
TM-SYN-0424,Synthetic trade metric 0424 (index),Customs facilitation program,China,6.72,index,Synthetic sample note 0424 for Customs facilitation program in China,2603.23825v1.pdf
TM-SYN-0425,Synthetic trade metric 0425 (percent),China WTO accession,India,30.51,percent,Synthetic sample note 0425 for China WTO accession in India,2603.23825v1.pdf
TM-SYN-0426,Synthetic trade metric 0426 (elasticity),Regional trade agreement wave,Vietnam,0.6,elasticity,Synthetic sample note 0426 for Regional trade agreement wave in Vietnam,2603.23825v1.pdf
TM-SYN-0427,Synthetic trade metric 0427 (probability),Export rebate reform,Mexico,0.01,probability,Synthetic sample note 0427 for Export rebate reform in Mexico,2603.23825v1.pdf
TM-SYN-0428,Synthetic trade metric 0428 (flag),Tariff cut package,Brazil,1.0,flag,Synthetic sample note 0428 for Tariff cut package in Brazil,2603.23825v1.pdf
TM-SYN-0429,Synthetic trade metric 0429 (index),Customs facilitation program,Germany,30.48,index,Synthetic sample note 0429 for Customs facilitation program in Germany,2603.23825v1.pdf
TM-SYN-0430,Synthetic trade metric 0430 (percent),China WTO accession,USA,22.95,percent,Synthetic sample note 0430 for China WTO accession in USA,2603.23825v1.pdf
TM-SYN-0431,Synthetic trade metric 0431 (elasticity),Regional trade agreement wave,Japan,6.82,elasticity,Synthetic sample note 0431 for Regional trade agreement wave in Japan,2603.23825v1.pdf
TM-SYN-0432,Synthetic trade metric 0432 (probability),Export rebate reform,China,0.207,probability,Synthetic sample note 0432 for Export rebate reform in China,2603.23825v1.pdf
TM-SYN-0433,Synthetic trade metric 0433 (flag),Tariff cut package,India,0.0,flag,Synthetic sample note 0433 for Tariff cut package in India,2603.23825v1.pdf
TM-SYN-0434,Synthetic trade metric 0434 (index),Customs facilitation program,Vietnam,18.39,index,Synthetic sample note 0434 for Customs facilitation program in Vietnam,2603.23825v1.pdf
TM-SYN-0435,Synthetic trade metric 0435 (percent),China WTO accession,Mexico,4.3,percent,Synthetic sample note 0435 for China WTO accession in Mexico,2603.23825v1.pdf
TM-SYN-0436,Synthetic trade metric 0436 (elasticity),Regional trade agreement wave,Brazil,6.66,elasticity,Synthetic sample note 0436 for Regional trade agreement wave in Brazil,2603.23825v1.pdf
TM-SYN-0437,Synthetic trade metric 0437 (probability),Export rebate reform,Germany,0.029,probability,Synthetic sample note 0437 for Export rebate reform in Germany,2603.23825v1.pdf
TM-SYN-0438,Synthetic trade metric 0438 (flag),Tariff cut package,USA,1.0,flag,Synthetic sample note 0438 for Tariff cut package in USA,2603.23825v1.pdf
TM-SYN-0439,Synthetic trade metric 0439 (index),Customs facilitation program,Japan,23.85,index,Synthetic sample note 0439 for Customs facilitation program in Japan,2603.23825v1.pdf
TM-SYN-0440,Synthetic trade metric 0440 (percent),China WTO accession,China,26.89,percent,Synthetic sample note 0440 for China WTO accession in China,2603.23825v1.pdf
TM-SYN-0441,Synthetic trade metric 0441 (elasticity),Regional trade agreement wave,India,0.8,elasticity,Synthetic sample note 0441 for Regional trade agreement wave in India,2603.23825v1.pdf
TM-SYN-0442,Synthetic trade metric 0442 (probability),Export rebate reform,Vietnam,0.042,probability,Synthetic sample note 0442 for Export rebate reform in Vietnam,2603.23825v1.pdf
TM-SYN-0443,Synthetic trade metric 0443 (flag),Tariff cut package,Mexico,0.0,flag,Synthetic sample note 0443 for Tariff cut package in Mexico,2603.23825v1.pdf
TM-SYN-0444,Synthetic trade metric 0444 (index),Customs facilitation program,Brazil,28.16,index,Synthetic sample note 0444 for Customs facilitation program in Brazil,2603.23825v1.pdf
TM-SYN-0445,Synthetic trade metric 0445 (percent),China WTO accession,Germany,14.76,percent,Synthetic sample note 0445 for China WTO accession in Germany,2603.23825v1.pdf
TM-SYN-0446,Synthetic trade metric 0446 (elasticity),Regional trade agreement wave,USA,4.74,elasticity,Synthetic sample note 0446 for Regional trade agreement wave in USA,2603.23825v1.pdf
TM-SYN-0447,Synthetic trade metric 0447 (probability),Export rebate reform,Japan,0.06,probability,Synthetic sample note 0447 for Export rebate reform in Japan,2603.23825v1.pdf
TM-SYN-0448,Synthetic trade metric 0448 (flag),Tariff cut package,China,1.0,flag,Synthetic sample note 0448 for Tariff cut package in China,2603.23825v1.pdf
TM-SYN-0449,Synthetic trade metric 0449 (index),Customs facilitation program,India,37.39,index,Synthetic sample note 0449 for Customs facilitation program in India,2603.23825v1.pdf
TM-SYN-0450,Synthetic trade metric 0450 (percent),China WTO accession,Vietnam,16.27,percent,Synthetic sample note 0450 for China WTO accession in Vietnam,2603.23825v1.pdf
TM-SYN-0451,Synthetic trade metric 0451 (elasticity),Regional trade agreement wave,Mexico,5.66,elasticity,Synthetic sample note 0451 for Regional trade agreement wave in Mexico,2603.23825v1.pdf
TM-SYN-0452,Synthetic trade metric 0452 (probability),Export rebate reform,Brazil,0.245,probability,Synthetic sample note 0452 for Export rebate reform in Brazil,2603.23825v1.pdf
TM-SYN-0453,Synthetic trade metric 0453 (flag),Tariff cut package,Germany,0.0,flag,Synthetic sample note 0453 for Tariff cut package in Germany,2603.23825v1.pdf
TM-SYN-0454,Synthetic trade metric 0454 (index),Customs facilitation program,USA,17.28,index,Synthetic sample note 0454 for Customs facilitation program in USA,2603.23825v1.pdf
TM-SYN-0455,Synthetic trade metric 0455 (percent),China WTO accession,Japan,23.5,percent,Synthetic sample note 0455 for China WTO accession in Japan,2603.23825v1.pdf
TM-SYN-0456,Synthetic trade metric 0456 (elasticity),Regional trade agreement wave,China,2.84,elasticity,Synthetic sample note 0456 for Regional trade agreement wave in China,2603.23825v1.pdf
TM-SYN-0457,Synthetic trade metric 0457 (probability),Export rebate reform,India,0.096,probability,Synthetic sample note 0457 for Export rebate reform in India,2603.23825v1.pdf
TM-SYN-0458,Synthetic trade metric 0458 (flag),Tariff cut package,Vietnam,1.0,flag,Synthetic sample note 0458 for Tariff cut package in Vietnam,2603.23825v1.pdf
TM-SYN-0459,Synthetic trade metric 0459 (index),Customs facilitation program,Mexico,8.17,index,Synthetic sample note 0459 for Customs facilitation program in Mexico,2603.23825v1.pdf
TM-SYN-0460,Synthetic trade metric 0460 (percent),China WTO accession,Brazil,9.27,percent,Synthetic sample note 0460 for China WTO accession in Brazil,2603.23825v1.pdf
TM-SYN-0461,Synthetic trade metric 0461 (elasticity),Regional trade agreement wave,Germany,5.3,elasticity,Synthetic sample note 0461 for Regional trade agreement wave in Germany,2603.23825v1.pdf
TM-SYN-0462,Synthetic trade metric 0462 (probability),Export rebate reform,USA,0.103,probability,Synthetic sample note 0462 for Export rebate reform in USA,2603.23825v1.pdf
TM-SYN-0463,Synthetic trade metric 0463 (flag),Tariff cut package,Japan,0.0,flag,Synthetic sample note 0463 for Tariff cut package in Japan,2603.23825v1.pdf
TM-SYN-0464,Synthetic trade metric 0464 (index),Customs facilitation program,China,11.04,index,Synthetic sample note 0464 for Customs facilitation program in China,2603.23825v1.pdf
TM-SYN-0465,Synthetic trade metric 0465 (percent),China WTO accession,India,1.77,percent,Synthetic sample note 0465 for China WTO accession in India,2603.23825v1.pdf
TM-SYN-0466,Synthetic trade metric 0466 (elasticity),Regional trade agreement wave,Vietnam,5.14,elasticity,Synthetic sample note 0466 for Regional trade agreement wave in Vietnam,2603.23825v1.pdf
TM-SYN-0467,Synthetic trade metric 0467 (probability),Export rebate reform,Mexico,0.064,probability,Synthetic sample note 0467 for Export rebate reform in Mexico,2603.23825v1.pdf
TM-SYN-0468,Synthetic trade metric 0468 (flag),Tariff cut package,Brazil,1.0,flag,Synthetic sample note 0468 for Tariff cut package in Brazil,2603.23825v1.pdf
TM-SYN-0469,Synthetic trade metric 0469 (index),Customs facilitation program,Germany,34.77,index,Synthetic sample note 0469 for Customs facilitation program in Germany,2603.23825v1.pdf
TM-SYN-0470,Synthetic trade metric 0470 (percent),China WTO accession,USA,26.64,percent,Synthetic sample note 0470 for China WTO accession in USA,2603.23825v1.pdf
TM-SYN-0471,Synthetic trade metric 0471 (elasticity),Regional trade agreement wave,Japan,6.81,elasticity,Synthetic sample note 0471 for Regional trade agreement wave in Japan,2603.23825v1.pdf
TM-SYN-0472,Synthetic trade metric 0472 (probability),Export rebate reform,China,0.067,probability,Synthetic sample note 0472 for Export rebate reform in China,2603.23825v1.pdf
TM-SYN-0473,Synthetic trade metric 0473 (flag),Tariff cut package,India,0.0,flag,Synthetic sample note 0473 for Tariff cut package in India,2603.23825v1.pdf
TM-SYN-0474,Synthetic trade metric 0474 (index),Customs facilitation program,Vietnam,26.44,index,Synthetic sample note 0474 for Customs facilitation program in Vietnam,2603.23825v1.pdf
TM-SYN-0475,Synthetic trade metric 0475 (percent),China WTO accession,Mexico,9.36,percent,Synthetic sample note 0475 for China WTO accession in Mexico,2603.23825v1.pdf
TM-SYN-0476,Synthetic trade metric 0476 (elasticity),Regional trade agreement wave,Brazil,7.52,elasticity,Synthetic sample note 0476 for Regional trade agreement wave in Brazil,2603.23825v1.pdf
TM-SYN-0477,Synthetic trade metric 0477 (probability),Export rebate reform,Germany,0.023,probability,Synthetic sample note 0477 for Export rebate reform in Germany,2603.23825v1.pdf
TM-SYN-0478,Synthetic trade metric 0478 (flag),Tariff cut package,USA,1.0,flag,Synthetic sample note 0478 for Tariff cut package in USA,2603.23825v1.pdf
TM-SYN-0479,Synthetic trade metric 0479 (index),Customs facilitation program,Japan,29.16,index,Synthetic sample note 0479 for Customs facilitation program in Japan,2603.23825v1.pdf
TM-SYN-0480,Synthetic trade metric 0480 (percent),China WTO accession,China,22.37,percent,Synthetic sample note 0480 for China WTO accession in China,2603.23825v1.pdf
TM-SYN-0481,Synthetic trade metric 0481 (elasticity),Regional trade agreement wave,India,6.28,elasticity,Synthetic sample note 0481 for Regional trade agreement wave in India,2603.23825v1.pdf
TM-SYN-0482,Synthetic trade metric 0482 (probability),Export rebate reform,Vietnam,0.109,probability,Synthetic sample note 0482 for Export rebate reform in Vietnam,2603.23825v1.pdf
TM-SYN-0483,Synthetic trade metric 0483 (flag),Tariff cut package,Mexico,0.0,flag,Synthetic sample note 0483 for Tariff cut package in Mexico,2603.23825v1.pdf
TM-SYN-0484,Synthetic trade metric 0484 (index),Customs facilitation program,Brazil,26.31,index,Synthetic sample note 0484 for Customs facilitation program in Brazil,2603.23825v1.pdf
TM-SYN-0485,Synthetic trade metric 0485 (percent),China WTO accession,Germany,15.29,percent,Synthetic sample note 0485 for China WTO accession in Germany,2603.23825v1.pdf
TM-SYN-0486,Synthetic trade metric 0486 (elasticity),Regional trade agreement wave,USA,2.84,elasticity,Synthetic sample note 0486 for Regional trade agreement wave in USA,2603.23825v1.pdf
TM-SYN-0487,Synthetic trade metric 0487 (probability),Export rebate reform,Japan,0.069,probability,Synthetic sample note 0487 for Export rebate reform in Japan,2603.23825v1.pdf
TM-SYN-0488,Synthetic trade metric 0488 (flag),Tariff cut package,China,1.0,flag,Synthetic sample note 0488 for Tariff cut package in China,2603.23825v1.pdf
TM-SYN-0489,Synthetic trade metric 0489 (index),Customs facilitation program,India,16.38,index,Synthetic sample note 0489 for Customs facilitation program in India,2603.23825v1.pdf
