practice_id,practice_name,crop_system,ch4_reduction_min_pct,ch4_reduction_max_pct,water_saving_min_pct,water_saving_max_pct,soil_carbon_benefit,mrv_intensity,source_doc
PR-SYN-0322,Synthetic Mitigation Practice 0322,rice,33.7,41.7,20.0,30.5,Synthetic soil-carbon note for practice 0322 under rice,medium,2603.20674v1.pdf
PR-SYN-0323,Synthetic Mitigation Practice 0323,sugarcane,,,28.1,43.6,Synthetic soil-carbon note for practice 0323 under sugarcane,low,2603.20674v1.pdf
PR-SYN-0324,Synthetic Mitigation Practice 0324,wheat,25.4,40.2,29.9,59.0,Synthetic soil-carbon note for practice 0324 under wheat,high,2603.20674v1.pdf
PR-SYN-0325,Synthetic Mitigation Practice 0325,maize,31.3,52.7,20.0,34.9,Synthetic soil-carbon note for practice 0325 under maize,medium,2603.20674v1.pdf
PR-SYN-0326,Synthetic Mitigation Practice 0326,multi-crop,16.6,30.2,24.7,37.1,Synthetic soil-carbon note for practice 0326 under multi-crop,low,2603.20674v1.pdf
PR-SYN-0327,Synthetic Mitigation Practice 0327,soy,42.8,61.3,15.8,26.9,Synthetic soil-carbon note for practice 0327 under soy,high,2603.20674v1.pdf
PR-SYN-0328,Synthetic Mitigation Practice 0328,cotton,34.1,55.2,17.6,27.1,Synthetic soil-carbon note for practice 0328 under cotton,medium,2603.20674v1.pdf
PR-SYN-0329,Synthetic Mitigation Practice 0329,rice,13.2,34.1,27.2,40.8,Synthetic soil-carbon note for practice 0329 under rice,low,2603.20674v1.pdf
PR-SYN-0330,Synthetic Mitigation Practice 0330,sugarcane,20.4,40.6,16.7,32.0,Synthetic soil-carbon note for practice 0330 under sugarcane,high,2603.20674v1.pdf
PR-SYN-0331,Synthetic Mitigation Practice 0331,wheat,42.0,65.4,26.8,42.9,Synthetic soil-carbon note for practice 0331 under wheat,medium,2603.20674v1.pdf
PR-SYN-0332,Synthetic Mitigation Practice 0332,maize,25.2,33.8,7.7,34.7,Synthetic soil-carbon note for practice 0332 under maize,low,2603.20674v1.pdf
PR-SYN-0333,Synthetic Mitigation Practice 0333,multi-crop,42.3,63.0,15.3,39.3,Synthetic soil-carbon note for practice 0333 under multi-crop,high,2603.20674v1.pdf
PR-SYN-0334,Synthetic Mitigation Practice 0334,soy,14.1,27.0,25.5,49.8,Synthetic soil-carbon note for practice 0334 under soy,medium,2603.20674v1.pdf
PR-SYN-0335,Synthetic Mitigation Practice 0335,cotton,10.8,27.4,24.9,42.1,Synthetic soil-carbon note for practice 0335 under cotton,low,2603.20674v1.pdf
PR-SYN-0336,Synthetic Mitigation Practice 0336,rice,15.6,23.1,20.6,49.7,Synthetic soil-carbon note for practice 0336 under rice,high,2603.20674v1.pdf
PR-SYN-0337,Synthetic Mitigation Practice 0337,sugarcane,14.2,28.0,10.3,23.3,Synthetic soil-carbon note for practice 0337 under sugarcane,medium,2603.20674v1.pdf
PR-SYN-0338,Synthetic Mitigation Practice 0338,wheat,24.7,31.0,6.5,22.4,Synthetic soil-carbon note for practice 0338 under wheat,low,2603.20674v1.pdf
PR-SYN-0339,Synthetic Mitigation Practice 0339,maize,13.6,33.0,27.9,57.1,Synthetic soil-carbon note for practice 0339 under maize,high,2603.20674v1.pdf
PR-SYN-0340,Synthetic Mitigation Practice 0340,multi-crop,,,29.1,36.7,Synthetic soil-carbon note for practice 0340 under multi-crop,medium,2603.20674v1.pdf
PR-SYN-0341,Synthetic Mitigation Practice 0341,soy,20.0,37.0,13.7,30.8,Synthetic soil-carbon note for practice 0341 under soy,low,2603.20674v1.pdf
PR-SYN-0342,Synthetic Mitigation Practice 0342,cotton,34.7,59.1,7.5,35.6,Synthetic soil-carbon note for practice 0342 under cotton,high,2603.20674v1.pdf
PR-SYN-0343,Synthetic Mitigation Practice 0343,rice,20.2,30.9,7.6,23.3,Synthetic soil-carbon note for practice 0343 under rice,medium,2603.20674v1.pdf
PR-SYN-0344,Synthetic Mitigation Practice 0344,sugarcane,17.0,24.1,13.4,43.1,Synthetic soil-carbon note for practice 0344 under sugarcane,low,2603.20674v1.pdf
PR-SYN-0345,Synthetic Mitigation Practice 0345,wheat,5.1,17.9,19.6,26.5,Synthetic soil-carbon note for practice 0345 under wheat,high,2603.20674v1.pdf
PR-SYN-0346,Synthetic Mitigation Practice 0346,maize,12.7,28.3,14.7,28.3,Synthetic soil-carbon note for practice 0346 under maize,medium,2603.20674v1.pdf
PR-SYN-0347,Synthetic Mitigation Practice 0347,multi-crop,31.4,38.0,16.5,32.8,Synthetic soil-carbon note for practice 0347 under multi-crop,low,2603.20674v1.pdf
PR-SYN-0348,Synthetic Mitigation Practice 0348,soy,6.5,13.4,26.3,33.8,Synthetic soil-carbon note for practice 0348 under soy,high,2603.20674v1.pdf
PR-SYN-0349,Synthetic Mitigation Practice 0349,cotton,34.8,49.2,5.2,14.4,Synthetic soil-carbon note for practice 0349 under cotton,medium,2603.20674v1.pdf
PR-SYN-0350,Synthetic Mitigation Practice 0350,rice,36.8,45.8,18.8,39.3,Synthetic soil-carbon note for practice 0350 under rice,low,2603.20674v1.pdf
PR-SYN-0351,Synthetic Mitigation Practice 0351,sugarcane,37.3,47.4,24.1,52.9,Synthetic soil-carbon note for practice 0351 under sugarcane,high,2603.20674v1.pdf
PR-SYN-0352,Synthetic Mitigation Practice 0352,wheat,9.2,24.2,17.9,43.3,Synthetic soil-carbon note for practice 0352 under wheat,medium,2603.20674v1.pdf
PR-SYN-0353,Synthetic Mitigation Practice 0353,maize,41.3,57.1,14.4,30.7,Synthetic soil-carbon note for practice 0353 under maize,low,2603.20674v1.pdf
PR-SYN-0354,Synthetic Mitigation Practice 0354,multi-crop,7.2,26.5,23.9,51.4,Synthetic soil-carbon note for practice 0354 under multi-crop,high,2603.20674v1.pdf
PR-SYN-0355,Synthetic Mitigation Practice 0355,soy,14.9,37.9,16.3,43.1,Synthetic soil-carbon note for practice 0355 under soy,medium,2603.20674v1.pdf
PR-SYN-0356,Synthetic Mitigation Practice 0356,cotton,37.3,60.0,27.4,35.5,Synthetic soil-carbon note for practice 0356 under cotton,low,2603.20674v1.pdf
PR-SYN-0357,Synthetic Mitigation Practice 0357,rice,,,14.9,28.9,Synthetic soil-carbon note for practice 0357 under rice,high,2603.20674v1.pdf
PR-SYN-0358,Synthetic Mitigation Practice 0358,sugarcane,14.2,36.7,17.2,31.3,Synthetic soil-carbon note for practice 0358 under sugarcane,medium,2603.20674v1.pdf
PR-SYN-0359,Synthetic Mitigation Practice 0359,wheat,11.3,31.9,17.6,35.7,Synthetic soil-carbon note for practice 0359 under wheat,low,2603.20674v1.pdf
PR-SYN-0360,Synthetic Mitigation Practice 0360,maize,14.7,24.2,9.7,16.0,Synthetic soil-carbon note for practice 0360 under maize,high,2603.20674v1.pdf
PR-SYN-0361,Synthetic Mitigation Practice 0361,multi-crop,19.4,31.1,19.2,46.1,Synthetic soil-carbon note for practice 0361 under multi-crop,medium,2603.20674v1.pdf
PR-SYN-0362,Synthetic Mitigation Practice 0362,soy,9.6,30.2,19.2,34.1,Synthetic soil-carbon note for practice 0362 under soy,low,2603.20674v1.pdf
PR-SYN-0363,Synthetic Mitigation Practice 0363,cotton,21.7,42.9,22.9,38.6,Synthetic soil-carbon note for practice 0363 under cotton,high,2603.20674v1.pdf
PR-SYN-0364,Synthetic Mitigation Practice 0364,rice,15.1,30.1,20.0,40.4,Synthetic soil-carbon note for practice 0364 under rice,medium,2603.20674v1.pdf
PR-SYN-0365,Synthetic Mitigation Practice 0365,sugarcane,8.8,27.0,24.7,39.8,Synthetic soil-carbon note for practice 0365 under sugarcane,low,2603.20674v1.pdf
PR-SYN-0366,Synthetic Mitigation Practice 0366,wheat,24.4,48.7,24.9,45.3,Synthetic soil-carbon note for practice 0366 under wheat,high,2603.20674v1.pdf
PR-SYN-0367,Synthetic Mitigation Practice 0367,maize,19.5,40.7,15.6,39.1,Synthetic soil-carbon note for practice 0367 under maize,medium,2603.20674v1.pdf
PR-SYN-0368,Synthetic Mitigation Practice 0368,multi-crop,24.4,43.6,8.6,25.9,Synthetic soil-carbon note for practice 0368 under multi-crop,low,2603.20674v1.pdf
PR-SYN-0369,Synthetic Mitigation Practice 0369,soy,30.0,41.9,20.0,25.5,Synthetic soil-carbon note for practice 0369 under soy,high,2603.20674v1.pdf
PR-SYN-0370,Synthetic Mitigation Practice 0370,cotton,45.0,52.6,12.2,17.5,Synthetic soil-carbon note for practice 0370 under cotton,medium,2603.20674v1.pdf
PR-SYN-0371,Synthetic Mitigation Practice 0371,rice,14.8,35.6,7.3,19.4,Synthetic soil-carbon note for practice 0371 under rice,low,2603.20674v1.pdf
PR-SYN-0372,Synthetic Mitigation Practice 0372,sugarcane,10.4,30.4,26.3,32.9,Synthetic soil-carbon note for practice 0372 under sugarcane,high,2603.20674v1.pdf
PR-SYN-0373,Synthetic Mitigation Practice 0373,wheat,9.0,23.8,8.8,34.9,Synthetic soil-carbon note for practice 0373 under wheat,medium,2603.20674v1.pdf
PR-SYN-0374,Synthetic Mitigation Practice 0374,maize,,,19.9,36.0,Synthetic soil-carbon note for practice 0374 under maize,low,2603.20674v1.pdf
PR-SYN-0375,Synthetic Mitigation Practice 0375,multi-crop,20.1,31.3,20.8,45.1,Synthetic soil-carbon note for practice 0375 under multi-crop,high,2603.20674v1.pdf
PR-SYN-0376,Synthetic Mitigation Practice 0376,soy,15.2,35.5,27.1,32.4,Synthetic soil-carbon note for practice 0376 under soy,medium,2603.20674v1.pdf
PR-SYN-0377,Synthetic Mitigation Practice 0377,cotton,25.2,44.5,5.8,29.3,Synthetic soil-carbon note for practice 0377 under cotton,low,2603.20674v1.pdf
PR-SYN-0378,Synthetic Mitigation Practice 0378,rice,20.2,27.0,10.1,28.9,Synthetic soil-carbon note for practice 0378 under rice,high,2603.20674v1.pdf
PR-SYN-0379,Synthetic Mitigation Practice 0379,sugarcane,29.6,47.9,24.1,32.7,Synthetic soil-carbon note for practice 0379 under sugarcane,medium,2603.20674v1.pdf
PR-SYN-0380,Synthetic Mitigation Practice 0380,wheat,35.1,43.1,5.6,24.5,Synthetic soil-carbon note for practice 0380 under wheat,low,2603.20674v1.pdf
PR-SYN-0381,Synthetic Mitigation Practice 0381,maize,7.5,25.3,29.8,43.4,Synthetic soil-carbon note for practice 0381 under maize,high,2603.20674v1.pdf
PR-SYN-0382,Synthetic Mitigation Practice 0382,multi-crop,27.1,39.1,24.6,36.3,Synthetic soil-carbon note for practice 0382 under multi-crop,medium,2603.20674v1.pdf
PR-SYN-0383,Synthetic Mitigation Practice 0383,soy,29.4,40.7,16.4,34.1,Synthetic soil-carbon note for practice 0383 under soy,low,2603.20674v1.pdf
PR-SYN-0384,Synthetic Mitigation Practice 0384,cotton,21.9,35.7,28.0,50.8,Synthetic soil-carbon note for practice 0384 under cotton,high,2603.20674v1.pdf
PR-SYN-0385,Synthetic Mitigation Practice 0385,rice,29.5,52.3,27.1,40.2,Synthetic soil-carbon note for practice 0385 under rice,medium,2603.20674v1.pdf
PR-SYN-0386,Synthetic Mitigation Practice 0386,sugarcane,7.5,18.2,25.4,44.6,Synthetic soil-carbon note for practice 0386 under sugarcane,low,2603.20674v1.pdf
PR-SYN-0387,Synthetic Mitigation Practice 0387,wheat,44.7,59.3,14.7,42.9,Synthetic soil-carbon note for practice 0387 under wheat,high,2603.20674v1.pdf
PR-SYN-0388,Synthetic Mitigation Practice 0388,maize,24.5,41.1,8.1,37.0,Synthetic soil-carbon note for practice 0388 under maize,medium,2603.20674v1.pdf
PR-SYN-0389,Synthetic Mitigation Practice 0389,multi-crop,20.3,32.0,6.2,27.9,Synthetic soil-carbon note for practice 0389 under multi-crop,low,2603.20674v1.pdf
PR-SYN-0390,Synthetic Mitigation Practice 0390,soy,10.9,31.6,28.2,55.8,Synthetic soil-carbon note for practice 0390 under soy,high,2603.20674v1.pdf
PR-SYN-0391,Synthetic Mitigation Practice 0391,cotton,,,14.9,29.0,Synthetic soil-carbon note for practice 0391 under cotton,medium,2603.20674v1.pdf
PR-SYN-0392,Synthetic Mitigation Practice 0392,rice,41.9,61.6,10.6,37.9,Synthetic soil-carbon note for practice 0392 under rice,low,2603.20674v1.pdf
PR-SYN-0393,Synthetic Mitigation Practice 0393,sugarcane,15.6,33.9,10.6,31.3,Synthetic soil-carbon note for practice 0393 under sugarcane,high,2603.20674v1.pdf
PR-SYN-0394,Synthetic Mitigation Practice 0394,wheat,37.4,46.1,29.0,35.3,Synthetic soil-carbon note for practice 0394 under wheat,medium,2603.20674v1.pdf
PR-SYN-0395,Synthetic Mitigation Practice 0395,maize,40.9,46.1,7.8,19.2,Synthetic soil-carbon note for practice 0395 under maize,low,2603.20674v1.pdf
PR-SYN-0396,Synthetic Mitigation Practice 0396,multi-crop,41.9,57.2,20.0,38.2,Synthetic soil-carbon note for practice 0396 under multi-crop,high,2603.20674v1.pdf
