scenario_id,scenario_name,country,year,expenditure_reduction_pct,mechanism,bunching_risk,source_doc
SC-SYN-0395,Synthetic electricity-carbon scenario 0395 (Belgium 2025),Belgium,2025,11.7,settlement_deduction,high,2603.25874v1.pdf
SC-SYN-0396,Synthetic electricity-carbon scenario 0396 (Austria 2026),Austria,2026,0.0,hard_threshold,low,2603.25874v1.pdf
SC-SYN-0397,Synthetic electricity-carbon scenario 0397 (Germany 2027),Germany,2027,0.0,linear_ramp,medium,2603.25874v1.pdf
SC-SYN-0398,Synthetic electricity-carbon scenario 0398 (France 2028),France,2028,1.8,capacity_market_offset,high,2603.25874v1.pdf
SC-SYN-0399,Synthetic electricity-carbon scenario 0399 (Spain 2029),Spain,2029,2.66,green_certificate,low,2603.25874v1.pdf
SC-SYN-0400,Synthetic electricity-carbon scenario 0400 (Italy 2020),Italy,2020,4.67,settlement_deduction,medium,2603.25874v1.pdf
SC-SYN-0401,Synthetic electricity-carbon scenario 0401 (Poland 2021),Poland,2021,0.0,hard_threshold,high,2603.25874v1.pdf
SC-SYN-0402,Synthetic electricity-carbon scenario 0402 (EU 2022),EU,2022,0.0,linear_ramp,low,2603.25874v1.pdf
SC-SYN-0403,Synthetic electricity-carbon scenario 0403 (Netherlands 2023),Netherlands,2023,3.1,capacity_market_offset,medium,2603.25874v1.pdf
SC-SYN-0404,Synthetic electricity-carbon scenario 0404 (Belgium 2024),Belgium,2024,3.75,green_certificate,high,2603.25874v1.pdf
SC-SYN-0405,Synthetic electricity-carbon scenario 0405 (Austria 2025),Austria,2025,9.19,settlement_deduction,low,2603.25874v1.pdf
SC-SYN-0406,Synthetic electricity-carbon scenario 0406 (Germany 2026),Germany,2026,0.0,hard_threshold,medium,2603.25874v1.pdf
SC-SYN-0407,Synthetic electricity-carbon scenario 0407 (France 2027),France,2027,0.0,linear_ramp,high,2603.25874v1.pdf
SC-SYN-0408,Synthetic electricity-carbon scenario 0408 (Spain 2028),Spain,2028,2.26,capacity_market_offset,low,2603.25874v1.pdf
SC-SYN-0409,Synthetic electricity-carbon scenario 0409 (Italy 2029),Italy,2029,5.83,green_certificate,medium,2603.25874v1.pdf
SC-SYN-0410,Synthetic electricity-carbon scenario 0410 (Poland 2020),Poland,2020,10.19,settlement_deduction,high,2603.25874v1.pdf
SC-SYN-0411,Synthetic electricity-carbon scenario 0411 (EU 2021),EU,2021,0.0,hard_threshold,low,2603.25874v1.pdf
SC-SYN-0412,Synthetic electricity-carbon scenario 0412 (Netherlands 2022),Netherlands,2022,0.0,linear_ramp,medium,2603.25874v1.pdf
SC-SYN-0413,Synthetic electricity-carbon scenario 0413 (Belgium 2023),Belgium,2023,11.1,capacity_market_offset,high,2603.25874v1.pdf
SC-SYN-0414,Synthetic electricity-carbon scenario 0414 (Austria 2024),Austria,2024,4.63,green_certificate,low,2603.25874v1.pdf
SC-SYN-0415,Synthetic electricity-carbon scenario 0415 (Germany 2025),Germany,2025,8.12,settlement_deduction,medium,2603.25874v1.pdf
SC-SYN-0416,Synthetic electricity-carbon scenario 0416 (France 2026),France,2026,0.0,hard_threshold,high,2603.25874v1.pdf
SC-SYN-0417,Synthetic electricity-carbon scenario 0417 (Spain 2027),Spain,2027,0.0,linear_ramp,low,2603.25874v1.pdf
SC-SYN-0418,Synthetic electricity-carbon scenario 0418 (Italy 2028),Italy,2028,2.13,capacity_market_offset,medium,2603.25874v1.pdf
SC-SYN-0419,Synthetic electricity-carbon scenario 0419 (Poland 2029),Poland,2029,0.52,green_certificate,high,2603.25874v1.pdf
SC-SYN-0420,Synthetic electricity-carbon scenario 0420 (EU 2020),EU,2020,10.21,settlement_deduction,low,2603.25874v1.pdf
SC-SYN-0421,Synthetic electricity-carbon scenario 0421 (Netherlands 2021),Netherlands,2021,0.0,hard_threshold,medium,2603.25874v1.pdf
SC-SYN-0422,Synthetic electricity-carbon scenario 0422 (Belgium 2022),Belgium,2022,0.0,linear_ramp,high,2603.25874v1.pdf
SC-SYN-0423,Synthetic electricity-carbon scenario 0423 (Austria 2023),Austria,2023,5.6,capacity_market_offset,low,2603.25874v1.pdf
SC-SYN-0424,Synthetic electricity-carbon scenario 0424 (Germany 2024),Germany,2024,1.05,green_certificate,medium,2603.25874v1.pdf
SC-SYN-0425,Synthetic electricity-carbon scenario 0425 (France 2025),France,2025,2.79,settlement_deduction,high,2603.25874v1.pdf
SC-SYN-0426,Synthetic electricity-carbon scenario 0426 (Spain 2026),Spain,2026,0.0,hard_threshold,low,2603.25874v1.pdf
SC-SYN-0427,Synthetic electricity-carbon scenario 0427 (Italy 2027),Italy,2027,0.0,linear_ramp,medium,2603.25874v1.pdf
SC-SYN-0428,Synthetic electricity-carbon scenario 0428 (Poland 2028),Poland,2028,9.36,capacity_market_offset,high,2603.25874v1.pdf
SC-SYN-0429,Synthetic electricity-carbon scenario 0429 (EU 2029),EU,2029,11.77,green_certificate,low,2603.25874v1.pdf
SC-SYN-0430,Synthetic electricity-carbon scenario 0430 (Netherlands 2020),Netherlands,2020,4.9,settlement_deduction,medium,2603.25874v1.pdf
SC-SYN-0431,Synthetic electricity-carbon scenario 0431 (Belgium 2021),Belgium,2021,0.0,hard_threshold,high,2603.25874v1.pdf
SC-SYN-0432,Synthetic electricity-carbon scenario 0432 (Austria 2022),Austria,2022,0.0,linear_ramp,low,2603.25874v1.pdf
SC-SYN-0433,Synthetic electricity-carbon scenario 0433 (Germany 2023),Germany,2023,5.44,capacity_market_offset,medium,2603.25874v1.pdf
SC-SYN-0434,Synthetic electricity-carbon scenario 0434 (France 2024),France,2024,4.41,green_certificate,high,2603.25874v1.pdf
SC-SYN-0435,Synthetic electricity-carbon scenario 0435 (Spain 2025),Spain,2025,4.64,settlement_deduction,low,2603.25874v1.pdf
SC-SYN-0436,Synthetic electricity-carbon scenario 0436 (Italy 2026),Italy,2026,0.0,hard_threshold,medium,2603.25874v1.pdf
SC-SYN-0437,Synthetic electricity-carbon scenario 0437 (Poland 2027),Poland,2027,0.0,linear_ramp,high,2603.25874v1.pdf
SC-SYN-0438,Synthetic electricity-carbon scenario 0438 (EU 2028),EU,2028,10.39,capacity_market_offset,low,2603.25874v1.pdf
SC-SYN-0439,Synthetic electricity-carbon scenario 0439 (Netherlands 2029),Netherlands,2029,8.53,green_certificate,medium,2603.25874v1.pdf
SC-SYN-0440,Synthetic electricity-carbon scenario 0440 (Belgium 2020),Belgium,2020,3.71,settlement_deduction,high,2603.25874v1.pdf
SC-SYN-0441,Synthetic electricity-carbon scenario 0441 (Austria 2021),Austria,2021,0.0,hard_threshold,low,2603.25874v1.pdf
SC-SYN-0442,Synthetic electricity-carbon scenario 0442 (Germany 2022),Germany,2022,0.0,linear_ramp,medium,2603.25874v1.pdf
SC-SYN-0443,Synthetic electricity-carbon scenario 0443 (France 2023),France,2023,4.59,capacity_market_offset,high,2603.25874v1.pdf
SC-SYN-0444,Synthetic electricity-carbon scenario 0444 (Spain 2024),Spain,2024,7.33,green_certificate,low,2603.25874v1.pdf
SC-SYN-0445,Synthetic electricity-carbon scenario 0445 (Italy 2025),Italy,2025,8.27,settlement_deduction,medium,2603.25874v1.pdf
SC-SYN-0446,Synthetic electricity-carbon scenario 0446 (Poland 2026),Poland,2026,0.0,hard_threshold,high,2603.25874v1.pdf
SC-SYN-0447,Synthetic electricity-carbon scenario 0447 (EU 2027),EU,2027,0.0,linear_ramp,low,2603.25874v1.pdf
SC-SYN-0448,Synthetic electricity-carbon scenario 0448 (Netherlands 2028),Netherlands,2028,8.35,capacity_market_offset,medium,2603.25874v1.pdf
SC-SYN-0449,Synthetic electricity-carbon scenario 0449 (Belgium 2029),Belgium,2029,4.5,green_certificate,high,2603.25874v1.pdf
SC-SYN-0450,Synthetic electricity-carbon scenario 0450 (Austria 2020),Austria,2020,10.3,settlement_deduction,low,2603.25874v1.pdf
SC-SYN-0451,Synthetic electricity-carbon scenario 0451 (Germany 2021),Germany,2021,0.0,hard_threshold,medium,2603.25874v1.pdf
SC-SYN-0452,Synthetic electricity-carbon scenario 0452 (France 2022),France,2022,0.0,linear_ramp,high,2603.25874v1.pdf
SC-SYN-0453,Synthetic electricity-carbon scenario 0453 (Spain 2023),Spain,2023,1.69,capacity_market_offset,low,2603.25874v1.pdf
SC-SYN-0454,Synthetic electricity-carbon scenario 0454 (Italy 2024),Italy,2024,11.27,green_certificate,medium,2603.25874v1.pdf
SC-SYN-0455,Synthetic electricity-carbon scenario 0455 (Poland 2025),Poland,2025,7.93,settlement_deduction,high,2603.25874v1.pdf
SC-SYN-0456,Synthetic electricity-carbon scenario 0456 (EU 2026),EU,2026,0.0,hard_threshold,low,2603.25874v1.pdf
SC-SYN-0457,Synthetic electricity-carbon scenario 0457 (Netherlands 2027),Netherlands,2027,0.0,linear_ramp,medium,2603.25874v1.pdf
SC-SYN-0458,Synthetic electricity-carbon scenario 0458 (Belgium 2028),Belgium,2028,0.82,capacity_market_offset,high,2603.25874v1.pdf
SC-SYN-0459,Synthetic electricity-carbon scenario 0459 (Austria 2029),Austria,2029,9.2,green_certificate,low,2603.25874v1.pdf
SC-SYN-0460,Synthetic electricity-carbon scenario 0460 (Germany 2020),Germany,2020,6.76,settlement_deduction,medium,2603.25874v1.pdf
SC-SYN-0461,Synthetic electricity-carbon scenario 0461 (France 2021),France,2021,0.0,hard_threshold,high,2603.25874v1.pdf
SC-SYN-0462,Synthetic electricity-carbon scenario 0462 (Spain 2022),Spain,2022,0.0,linear_ramp,low,2603.25874v1.pdf
SC-SYN-0463,Synthetic electricity-carbon scenario 0463 (Italy 2023),Italy,2023,3.35,capacity_market_offset,medium,2603.25874v1.pdf
SC-SYN-0464,Synthetic electricity-carbon scenario 0464 (Poland 2024),Poland,2024,4.16,green_certificate,high,2603.25874v1.pdf
SC-SYN-0465,Synthetic electricity-carbon scenario 0465 (EU 2025),EU,2025,1.41,settlement_deduction,low,2603.25874v1.pdf
SC-SYN-0466,Synthetic electricity-carbon scenario 0466 (Netherlands 2026),Netherlands,2026,0.0,hard_threshold,medium,2603.25874v1.pdf
SC-SYN-0467,Synthetic electricity-carbon scenario 0467 (Belgium 2027),Belgium,2027,0.0,linear_ramp,high,2603.25874v1.pdf
SC-SYN-0468,Synthetic electricity-carbon scenario 0468 (Austria 2028),Austria,2028,9.55,capacity_market_offset,low,2603.25874v1.pdf
SC-SYN-0469,Synthetic electricity-carbon scenario 0469 (Germany 2029),Germany,2029,8.03,green_certificate,medium,2603.25874v1.pdf
SC-SYN-0470,Synthetic electricity-carbon scenario 0470 (France 2020),France,2020,3.41,settlement_deduction,high,2603.25874v1.pdf
SC-SYN-0471,Synthetic electricity-carbon scenario 0471 (Spain 2021),Spain,2021,0.0,hard_threshold,low,2603.25874v1.pdf
SC-SYN-0472,Synthetic electricity-carbon scenario 0472 (Italy 2022),Italy,2022,0.0,linear_ramp,medium,2603.25874v1.pdf
SC-SYN-0473,Synthetic electricity-carbon scenario 0473 (Poland 2023),Poland,2023,6.0,capacity_market_offset,high,2603.25874v1.pdf
SC-SYN-0474,Synthetic electricity-carbon scenario 0474 (EU 2024),EU,2024,5.97,green_certificate,low,2603.25874v1.pdf
SC-SYN-0475,Synthetic electricity-carbon scenario 0475 (Netherlands 2025),Netherlands,2025,6.8,settlement_deduction,medium,2603.25874v1.pdf
SC-SYN-0476,Synthetic electricity-carbon scenario 0476 (Belgium 2026),Belgium,2026,0.0,hard_threshold,high,2603.25874v1.pdf
SC-SYN-0477,Synthetic electricity-carbon scenario 0477 (Austria 2027),Austria,2027,0.0,linear_ramp,low,2603.25874v1.pdf
SC-SYN-0478,Synthetic electricity-carbon scenario 0478 (Germany 2028),Germany,2028,4.29,capacity_market_offset,medium,2603.25874v1.pdf
SC-SYN-0479,Synthetic electricity-carbon scenario 0479 (France 2029),France,2029,6.78,green_certificate,high,2603.25874v1.pdf
SC-SYN-0480,Synthetic electricity-carbon scenario 0480 (Spain 2020),Spain,2020,8.1,settlement_deduction,low,2603.25874v1.pdf
SC-SYN-0481,Synthetic electricity-carbon scenario 0481 (Italy 2021),Italy,2021,0.0,hard_threshold,medium,2603.25874v1.pdf
SC-SYN-0482,Synthetic electricity-carbon scenario 0482 (Poland 2022),Poland,2022,0.0,linear_ramp,high,2603.25874v1.pdf
SC-SYN-0483,Synthetic electricity-carbon scenario 0483 (EU 2023),EU,2023,2.15,capacity_market_offset,low,2603.25874v1.pdf
SC-SYN-0484,Synthetic electricity-carbon scenario 0484 (Netherlands 2024),Netherlands,2024,8.14,green_certificate,medium,2603.25874v1.pdf
SC-SYN-0485,Synthetic electricity-carbon scenario 0485 (Belgium 2025),Belgium,2025,1.06,settlement_deduction,high,2603.25874v1.pdf
SC-SYN-0486,Synthetic electricity-carbon scenario 0486 (Austria 2026),Austria,2026,0.0,hard_threshold,low,2603.25874v1.pdf
SC-SYN-0487,Synthetic electricity-carbon scenario 0487 (Germany 2027),Germany,2027,0.0,linear_ramp,medium,2603.25874v1.pdf
SC-SYN-0488,Synthetic electricity-carbon scenario 0488 (France 2028),France,2028,6.19,capacity_market_offset,high,2603.25874v1.pdf
SC-SYN-0489,Synthetic electricity-carbon scenario 0489 (Spain 2029),Spain,2029,3.5,green_certificate,low,2603.25874v1.pdf
SC-SYN-0490,Synthetic electricity-carbon scenario 0490 (Italy 2020),Italy,2020,7.83,settlement_deduction,medium,2603.25874v1.pdf
SC-SYN-0491,Synthetic electricity-carbon scenario 0491 (Poland 2021),Poland,2021,0.0,hard_threshold,high,2603.25874v1.pdf
SC-SYN-0492,Synthetic electricity-carbon scenario 0492 (EU 2022),EU,2022,0.0,linear_ramp,low,2603.25874v1.pdf
SC-SYN-0493,Synthetic electricity-carbon scenario 0493 (Netherlands 2023),Netherlands,2023,11.89,capacity_market_offset,medium,2603.25874v1.pdf
SC-SYN-0494,Synthetic electricity-carbon scenario 0494 (Belgium 2024),Belgium,2024,4.89,green_certificate,high,2603.25874v1.pdf
SC-SYN-0495,Synthetic electricity-carbon scenario 0495 (Austria 2025),Austria,2025,1.01,settlement_deduction,low,2603.25874v1.pdf
