"First Name","Last Name","Nickname","Record","Wins","Losses","Draws","Height","Weight","Reach","Stance","SLpM","Str. Acc","SApM","Str. Def","TD Avg","TD Acc","TD Def","Sub. Avg","URL"
"Christophe","Leninger",NA,"3-4-0",3,4,0,72,200,NA,"Southpaw",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/7269329bd87eb479"
"Gabe","Lemley",NA,"13-9-0",13,9,0,68,155,NA,"Orthodox",0.82,0.35,6.03,0.45,0,0,0,0,"http://fightmetric.com/fighter-details/fd4578cac86d75ca"
"Stefan","Leko","Blitz","0-3-0",0,3,0,74,215,NA,"Orthodox",2.4,0.43,6.17,0.68,0,0,0,0,"http://fightmetric.com/fighter-details/d56bb6dff2ae77eb"
"Thales","Leites",NA,"26-7-0",26,7,0,73,185,78,"Orthodox",2,0.39,2.96,0.53,2.25,0.28,0.4,1.2,"http://fightmetric.com/fighter-details/cfb65863d5099327"
"Sherron","Leggett","Rob Roy","21-6-0",21,6,0,68,155,NA,"Southpaw",2.86,0.51,2.08,0.47,5.19,0.8,0.33,0,"http://fightmetric.com/fighter-details/4f670b7972fa0a2e"
"Ricky","Legere Jr.","IE Bad Boy","14-4-0",14,4,0,68,170,NA,NA,1.07,0.41,1.53,0.6,5,0.41,0,0,"http://fightmetric.com/fighter-details/5817df778cc27274"
"Rocky","Lee",NA,"3-2-0",3,2,0,69,145,68,"Orthodox",2.47,0.51,5.33,0.44,1,0.1,0.33,0,"http://fightmetric.com/fighter-details/0d1c163b206e8c5f"
"Kevin","Lee","The Motown Phenom","15-2-0",15,2,0,69,155,77,"Orthodox",3.55,0.4,3.08,0.53,3.49,0.4,0.73,1.4,"http://fightmetric.com/fighter-details/ee9ebceabfd16fa7"
"Vaughan","Lee",NA,"14-11-1",14,11,1,66,125,66,"Orthodox",3.47,0.47,2.07,0.7,0.81,0.33,0.72,1,"http://fightmetric.com/fighter-details/8bb6f4479685bbcc"
"Imani","Lee",NA,"2-3-0",2,3,0,NA,NA,NA,"Orthodox",0,0,0.94,0.33,0,0,0,0,"http://fightmetric.com/fighter-details/0802be3516ef8f66"
"Matt","Lee",NA,"13-10-1",13,10,1,71,155,NA,"Orthodox",0,0,9.68,0.21,0,0,0,0,"http://fightmetric.com/fighter-details/d9e3743bae8d703d"
"Tommy","Lee",NA,"25-6-0",25,6,0,67,145,NA,"Orthodox",0,0,0.3,0.75,4.57,0.33,0,0,"http://fightmetric.com/fighter-details/806975e1b4f47b27"
"Tae Hyun","Lee",NA,"1-2-0",1,2,0,78,295,NA,"Orthodox",1.37,0.31,3.89,0.54,5.15,1,0,0,"http://fightmetric.com/fighter-details/de99da2c0d18d34a"
"Eun Soo","Lee",NA,"15-3-0",15,3,0,73,215,NA,"Orthodox",0,0,3.05,0.6,0,0,0.5,0,"http://fightmetric.com/fighter-details/39c568f8c579913e"
"Jackie","Lee",NA,"0-1-0",0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/4985113c0928aa62"
"David","Lee",NA,"9-7-0",9,7,0,70,155,NA,"Orthodox",1.49,0.5,3.31,0.42,0,0,0.5,0,"http://fightmetric.com/fighter-details/8caca5857ce0e30b"
"James","Lee",NA,"14-3-0",14,3,0,71,205,NA,"Southpaw",1.4,0.42,3.72,0.27,13.95,0.5,0,7,"http://fightmetric.com/fighter-details/863d06a7ef8bc98c"
"Justin","Ledet","El Blanco","8-0-0",8,0,0,76,240,80,"Orthodox",6.72,0.48,3.71,0.63,0.87,1,1,0.9,"http://fightmetric.com/fighter-details/ba1e6cb3d43f7430"
"Stephen","Ledbetter",NA,"8-3-0",8,3,0,69,145,NA,"Orthodox",1.2,0.38,1.6,0.57,5,0.45,1,0,"http://fightmetric.com/fighter-details/56ec58954158966a"
"Mickael","Lebout","Ragnar","14-5-1",14,5,1,71,155,73,"Orthodox",2.6,0.34,2.98,0.54,0,0,0.6,0,"http://fightmetric.com/fighter-details/c575ab451e3c5b1d"
"Chris","Leben","The Crippler","22-11-0",22,11,0,71,185,74,"Southpaw",2.87,0.42,2.87,0.52,1.14,0.41,0.53,0.8,"http://fightmetric.com/fighter-details/d43a048a880efdff"
"Jerome","LeBanner",NA,"3-2-0",3,2,0,75,265,NA,"Southpaw",0.92,0.35,1.03,0.37,0,0,0.5,0,"http://fightmetric.com/fighter-details/2d0b10789feafddb"
"Cung","Le",NA,"9-3-0",9,3,0,69,185,69,"Southpaw",4.36,0.48,2.98,0.66,1.37,0.71,0.88,0.3,"http://fightmetric.com/fighter-details/d4f364dd076bb0e2"
"Valmir","Lazaro","Bidu","13-4-0",13,4,0,72,155,73,"Orthodox",4.87,0.37,4.09,0.61,1.33,0.4,0.96,0,"http://fightmetric.com/fighter-details/777dea713da2441d"
"Eric","Lawson",NA,"9-4-0",9,4,0,72,185,NA,"Orthodox",1.58,0.57,1.97,0.44,8.88,0.42,0,3,"http://fightmetric.com/fighter-details/38e5d9dcb0fddc42"
"Justin","Lawrence","The American Kidd","5-2-0",5,2,0,68,145,67,"Orthodox",3.84,0.35,2.83,0.67,0.72,0.28,0.73,0,"http://fightmetric.com/fighter-details/879f6cae48d25baa"
"Tom","Lawlor","Filthy","10-6-0",10,6,0,72,205,74,"Southpaw",2.5,0.42,2.41,0.6,2.46,0.32,0.57,1.4,"http://fightmetric.com/fighter-details/4d44f37107f01b9b"
"Robbie","Lawler","Ruthless","27-11-0",27,11,0,71,170,74,"Southpaw",3.49,0.44,3.69,0.62,0.82,0.68,0.67,0,"http://fightmetric.com/fighter-details/f2925e6db404bf1d"
"Muhammed","Lawal","King Mo","9-1-0",9,1,0,72,205,78,"Southpaw",3.79,0.52,1.61,0.66,5.96,0.75,0.87,0,"http://fightmetric.com/fighter-details/a571770c4016736f"
"Chatt","Lavender",NA,"9-7-0",9,7,0,68,170,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/5449dcccd972ff83"
"Dan","Lauzon","The Upgrade","15-4-0",15,4,0,70,155,NA,"Orthodox",1.34,0.25,4.09,0.61,1.63,0.33,0.8,2.7,"http://fightmetric.com/fighter-details/4c8d6fde2dde07c4"
"Joe","Lauzon","J-Lau","27-13-0",27,13,0,70,155,71,"Orthodox",2.62,0.38,4.74,0.57,2.27,0.43,0.54,2.3,"http://fightmetric.com/fighter-details/3bad7ef643840f67"
"Jenel","Lausa","The Demolition Man","7-2-0",7,2,0,65,125,68,"Orthodox",3.73,0.51,1.93,0.76,1,1,0.83,1,"http://fightmetric.com/fighter-details/ec664422b22d9787"
"Sione","Latu",NA,"1-0-0",1,0,0,72,215,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/5898357a45a73674"
"Ilir","Latifi","The Sledgehammer","13-5-0",13,5,0,70,205,73,"Orthodox",1.84,0.34,2.91,0.53,1.97,0.27,1,0.7,"http://fightmetric.com/fighter-details/e9a3aeb207578eea"
"Bobby","Lashley",NA,"7-1-0",7,1,0,75,255,78,"Orthodox",3.1,0.63,0.76,0.63,11.47,0.7,0,0,"http://fightmetric.com/fighter-details/b0826525fa17231d"
"Ryan","Larson",NA,"6-2-0",6,2,0,NA,170,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/7107e53ebd7435fb"
"Brock","Larson",NA,"33-6-0",33,6,0,71,170,71,"Southpaw",1.39,0.46,1.5,0.55,2.67,0.34,0.43,2,"http://fightmetric.com/fighter-details/5eedbf1e9601be35"
"Jeremy","Larsen",NA,"8-5-0",8,5,0,70,145,70,"Orthodox",4.87,0.48,5.75,0.57,2.49,0.33,0,0,"http://fightmetric.com/fighter-details/c3bd649a9194e50c"
"Lorenz","Larkin","The Monsoon","18-5-0",18,5,0,71,170,72,"Orthodox",3.53,0.46,2.74,0.63,0.27,0.42,0.79,0.1,"http://fightmetric.com/fighter-details/9450848a71d53776"
"Icho","Larenas",NA,"5-4-0",5,4,0,75,235,NA,"Orthodox",0.17,0.15,2.5,0.28,0,0,0.14,0,"http://fightmetric.com/fighter-details/49efbdc6c9f650c4"
"Anthony","Lapsley","The Recipe","25-7-0",25,7,0,69,170,71,"Southpaw",0.53,0.34,0.58,0.66,0,0,0.2,0,"http://fightmetric.com/fighter-details/f3a853544e4413c4"
"Chad","Laprise","The Disciple","12-2-0",12,2,0,70,155,71,NA,4.56,0.42,3.56,0.63,0.93,0.5,0.78,0,"http://fightmetric.com/fighter-details/c03a5022f8439f2a"
"Taylor","Lapilus","Double Impact","11-2-0",11,2,0,66,135,73,"Southpaw",3.77,0.45,2,0.61,0.58,0.4,0.81,0.6,"http://fightmetric.com/fighter-details/8b1ed83b02303075"
"Lina","Lansberg","Elbow Queen","7-2-0",7,2,0,67,135,65,"Orthodox",4.18,0.56,8.14,0.44,0.67,0.12,0.5,0,"http://fightmetric.com/fighter-details/2eeaefbfc7f9fcff"
"Lionel","Lanham",NA,"3-1-0",3,1,0,NA,205,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/b8980dd7e8fc5976"
"Jeremy","Lang",NA,"21-2-0",21,2,0,71,205,NA,"Southpaw",1.13,0.5,1.41,0.42,4.22,0.6,0,4.2,"http://fightmetric.com/fighter-details/09422812370fbdfe"
"Aaron","Lanfranco",NA,"5-1-0",5,1,0,NA,155,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/d73e856f150744b2"
"Jose","Landi-Jons","Pele","27-14-0",27,14,0,71,170,NA,"Orthodox",0.99,0.4,0.77,0.43,2.2,0.8,0.4,2.2,"http://fightmetric.com/fighter-details/7e062824c175f975"
"Jason","Lambert","The Punisher","25-12-0",25,12,0,75,185,75,"Orthodox",3.21,0.58,1.84,0.5,1.35,0.36,0.28,2.4,"http://fightmetric.com/fighter-details/5be86bb2f78fef2f"
"Ricardo","Lamas","The Bully","17-5-0",17,5,0,68,145,71,"Orthodox",2.58,0.42,2.55,0.57,1.67,0.31,0.45,1.1,"http://fightmetric.com/fighter-details/3974fa35c917af1d"
"Todd","Lally",NA,"2-1-0",2,1,0,67,145,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/7d06092326c52528"
"Tim","Lajcik","The Bohemian","7-6-1",7,6,1,73,225,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/c7e9d15cfce52f1d"
"Tina","Lahdemaki","Jelly Bean","5-1-0",5,1,0,62,115,62,"Orthodox",1.93,0.2,4.67,0.57,0,0,0.16,0,"http://fightmetric.com/fighter-details/e5ca2bc2451a5956"
"Noad","Lahat","Neo","9-2-0",9,2,0,69,145,69,"Orthodox",2.79,0.46,1.47,0.63,2.37,0.26,0.16,2.4,"http://fightmetric.com/fighter-details/9f755fb04cc21499"
"Ben","Lagman","Bad News","6-2-0",6,2,0,74,185,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/b40e65d71a8d4ce5"
"Ryan","LaFlare",NA,"13-1-0",13,1,0,73,170,74,"Southpaw",3.16,0.38,1.91,0.63,2.61,0.52,0.64,0.3,"http://fightmetric.com/fighter-details/4c7781da8c6cae93"
"Kemran","Lachinov",NA,"2-1-0",2,1,0,NA,170,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/eb84192d1a97f69e"
"Jeremiah","Labiano","The Kid","9-3-0",9,3,0,70,135,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/4fe1d105af549845"
"Josh","LaBerge",NA,"8-5-0",8,5,0,70,145,NA,NA,2.53,0.36,5.33,0.44,0,0,0.71,0,"http://fightmetric.com/fighter-details/5108b169b5fe1f86"
"Achmed","Labasanov",NA,"8-5-0",8,5,0,75,215,NA,"Orthodox",0.75,0.39,1.1,0.46,3,1,0,0.8,"http://fightmetric.com/fighter-details/b3fb8d2293e17a59"
"Ho Bae","Myeon",NA,"12-5-0",12,5,0,71,168,NA,"Orthodox",3.16,0.16,3.16,0.83,0,0,0,0,"http://fightmetric.com/fighter-details/2719f300b0439039"
"Fiona","Muxlow",NA,"6-2-0",6,2,0,64,145,NA,NA,1.44,0.27,5.45,0.34,0,0,0,0,"http://fightmetric.com/fighter-details/062e57ca1a3c95a8"
"Elvis","Mutapcic","The King","15-5-1",15,5,1,72,185,72,"Orthodox",3.41,0.4,4.27,0.38,0,0,0.81,0,"http://fightmetric.com/fighter-details/28c55b4087a6f136"
"Magomed","Mustafaev",NA,"13-2-0",13,2,0,68,155,71,"Orthodox",2.83,0.54,2.93,0.36,0,0,0.25,0.8,"http://fightmetric.com/fighter-details/31d7446b184e3305"
"Andre","Mussi",NA,"10-5-0",10,5,0,75,242,NA,"Orthodox",0,0,10.59,0.35,0,0,0,0,"http://fightmetric.com/fighter-details/d0d43cb9b14f231c"
"Nico","Musoke","Nico","13-4-0",13,4,0,72,170,75,"Orthodox",3.61,0.37,3.83,0.58,1.19,0.19,0.84,0.2,"http://fightmetric.com/fighter-details/8b5f9ea38184ded3"
"Lee","Murray","Lightning","8-2-1",8,2,1,75,185,NA,"Orthodox",0.36,0.15,3.28,0.32,0.9,1,0.42,1.8,"http://fightmetric.com/fighter-details/32016899d0a222a3"
"Lauren","Murphy","Lucky","9-3-0",9,3,0,67,135,67,"Orthodox",3.79,0.45,3.29,0.54,1,0.25,0.65,0,"http://fightmetric.com/fighter-details/729d4bd5a6cd0a97"
"Jon","Murphy","Man of Faith","6-4-0",6,4,0,75,260,NA,"Orthodox",3.93,0.66,8.85,0.43,0,0,0,0,"http://fightmetric.com/fighter-details/1b5c146ee7b86e34"
"Ian","Murphy",NA,"1-1-0",1,1,0,73,185,NA,"Orthodox",0,0,1.93,0.3,4.13,1,0,0,"http://fightmetric.com/fighter-details/de25520d54eab12d"
"Tom","Murphy",NA,"8-0-0",8,0,0,74,227,NA,"Southpaw",2.5,0.71,0.17,0.84,7.51,0.85,0,2.5,"http://fightmetric.com/fighter-details/62918a2118de08b2"
"Ryuichi","Murata",NA,"8-3-1",8,3,1,68,183,NA,"Orthodox",0.84,0.36,1.89,0.5,4.74,0.5,1,3.2,"http://fightmetric.com/fighter-details/e3a6c6d6d0ac0815"
"Kazunari","Murakami",NA,"5-5-0",5,5,0,73,220,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/cfbccfed4e4796fe"
"Andy","Murad","The Tooth Fairy","9-2-0",9,2,0,69,185,NA,NA,2.6,0.76,2.87,0.32,1,0.2,0.42,0,"http://fightmetric.com/fighter-details/fd0b4e3eb18eafb7"
"Mark","Munoz","The Filipino Wrecking Machine","14-6-0",14,6,0,72,185,72,"Orthodox",3.12,0.51,2.26,0.57,3.17,0.29,0.57,0.6,"http://fightmetric.com/fighter-details/179f1948dc234f1f"
"Pedro","Munhoz","The Young Punisher","13-2-0",13,2,0,66,135,64,"Orthodox",3.93,0.38,6.26,0.56,1.06,0.18,0.5,1.8,"http://fightmetric.com/fighter-details/6bd02119599741a4"
"Jim","Mullen",NA,"0-2-0",0,2,0,73,215,NA,"Southpaw",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/1a49e0670dfaca31"
"Quinn","Mulhern",NA,"18-4-0",18,4,0,75,155,76,"Orthodox",1.48,0.28,2.09,0.51,1.36,0.2,0.33,0,"http://fightmetric.com/fighter-details/16af2d5a6f28bee2"
"Fazlo","Mulabitinovic",NA,"3-1-0",3,1,0,NA,135,NA,NA,0.54,0.16,0,1,0,0,0,8,"http://fightmetric.com/fighter-details/2252b2c892397f0d"
"Belal","Muhammad","Remember the Name","11-2-0",11,2,0,71,170,72,"Orthodox",4.76,0.42,4.69,0.55,2.3,0.41,0,0,"http://fightmetric.com/fighter-details/b1b0729d27936f2f"
"Garrett","Mueller",NA,"2-0-0",2,0,0,69,135,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/d0c325dfefdde31f"
"Jamie","Moyle",NA,"4-1-0",4,1,0,61,115,65,"Orthodox",4.87,0.6,3.13,0.64,3,0.3,0,0,"http://fightmetric.com/fighter-details/882d62561063a927"
"Kin","Moy","Kong","8-2-0",8,2,0,65,135,NA,NA,2.3,0.33,1.93,0.62,1.67,0.42,0.5,1.7,"http://fightmetric.com/fighter-details/ae922e7d9e852d7a"
"Gegard","Mousasi",NA,"41-6-2",41,6,2,74,185,76,"Orthodox",3.68,0.5,1.2,0.69,1.64,0.61,0.61,1.2,"http://fightmetric.com/fighter-details/232c582f29f8f65e"
"Flavio Luiz","Moura",NA,"17-7-0",17,7,0,71,183,NA,"Open Stance",0.67,0.16,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/ab35634d1a8c7a11"
"Juan","Mott",NA,"3-4-0",3,4,0,72,190,NA,"Switch",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/5da4e8dc02e50ac0"
"Harry","Moskowitz","Dirty","6-12-0",6,12,0,77,275,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/4dc496aa0cfc0d95"
"Jack","Morrison",NA,"0-3-0",0,3,0,71,205,NA,NA,0,0,19.31,0.4,0,0,0,0,"http://fightmetric.com/fighter-details/38fccd44d669bb2f"
"Anthony","Morrison","Cheesesteak","16-10-0",16,10,0,67,145,NA,"Orthodox",1.7,0.33,0.49,0.8,0,0,0.5,0,"http://fightmetric.com/fighter-details/dab0e6cb8c932162"
"Scott","Morris",NA,"2-1-0",2,1,0,70,210,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/be9d259be012e8a4"
"Brad","Morris",NA,"10-6-0",10,6,0,74,205,NA,"Orthodox",0.5,0.62,6.95,0.27,0,0,0,0,"http://fightmetric.com/fighter-details/6803d4d6908354ac"
"Maryna","Moroz","Iron Lady","7-1-0",7,1,0,67,115,67,"Orthodox",2.56,0.22,2.92,0.6,0.32,0.33,0,0.7,"http://fightmetric.com/fighter-details/b4192a975027aab6"
"Alex","Morono","The Great White","13-3-0",13,3,0,71,170,72,"Orthodox",4.98,0.45,3.2,0.63,0,0,0.75,0.4,"http://fightmetric.com/fighter-details/cdb96af67d096b1e"
"Peggy","Morgan","The Daywalker","2-1-0",2,1,0,73,135,70,NA,2.27,0.23,8.2,0.33,0,0,0.5,0,"http://fightmetric.com/fighter-details/92b36014314b028b"
"Sammy","Morgan","The Squeeze","18-12-0",18,12,0,70,170,NA,"Orthodox",1.05,0.22,3.74,0.4,1.43,0.2,0,0.5,"http://fightmetric.com/fighter-details/2067a177a2842fbf"
"Brandon","Moreno","The Assassin Baby","13-3-0",13,3,0,67,125,NA,"Orthodox",3.57,0.4,1.73,0.71,5.18,0.42,0.5,1.7,"http://fightmetric.com/fighter-details/792be9a24df82ed6"
"Jesse","Moreng","Arturo","9-1-0",9,1,0,67,145,NA,"Orthodox",1.26,0.4,2.08,0.48,5.56,1,1,0,"http://fightmetric.com/fighter-details/2e2cdb6e9eb84bb9"
"Richardson","Moreira","Rick Monstro","7-4-0",7,4,0,74,185,72,"Orthodox",1.17,0.28,1.83,0.67,0,0,1,0,"http://fightmetric.com/fighter-details/9147679e1a4ad4a3"
"Joe","Moreira",NA,"2-2-0",2,2,0,71,195,NA,"Southpaw",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/df85d6ec3493d120"
"Christian","Morecraft",NA,"7-3-0",7,3,0,78,260,81,"Orthodox",2.82,0.34,2.46,0.46,3.26,0.66,0.5,2.2,"http://fightmetric.com/fighter-details/80779d7441af1b52"
"Sarah","Moras","Cheesecake","4-3-0",4,3,0,67,135,67,NA,1.1,0.36,2.07,0.47,0.5,0.1,0.14,0.5,"http://fightmetric.com/fighter-details/539ed332b3078821"
"Albert","Morales","The Warrior","7-1-1",7,1,1,69,135,72,"Orthodox",4.22,0.36,4.02,0.57,1.34,0.33,0.85,0.3,"http://fightmetric.com/fighter-details/544d7460b3e44393"
"Leonardo","Morales","Chimy","5-2-0",5,2,0,68,135,68,"Southpaw",2.05,0.47,2.05,0.58,0,0,0.62,0,"http://fightmetric.com/fighter-details/45230be0641f3f53"
"Ricardo","Morais","The Mutant","10-4-1",10,4,1,80,270,NA,"Orthodox",2.86,0.37,2.39,0.53,0,0,0,0,"http://fightmetric.com/fighter-details/2dc7f1762dc0a7ef"
"John","Moraga","Chicano","16-6-0",16,6,0,66,125,66,"Orthodox",2.4,0.39,2.89,0.56,0.58,0.2,0.4,0.7,"http://fightmetric.com/fighter-details/92437c6775b3f7d1"
"Sergio","Moraes","The Panther","12-3-1",12,3,1,72,170,72,"Orthodox",2.32,0.45,2.72,0.65,1.16,0.3,0.75,0.4,"http://fightmetric.com/fighter-details/1bcaac2d99b90fce"
"Dustin","Moore",NA,"0-1-0",0,1,0,64,125,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/831de97afe326478"
"Nate","Moore",NA,"7-3-0",7,3,0,72,170,NA,NA,2.21,0.25,2.87,0.42,1.23,0.16,0.25,0,"http://fightmetric.com/fighter-details/518e5202a91980d4"
"Todd","Moore",NA,"14-5-0",14,5,0,69,170,71,"Southpaw",1.83,0.26,2.3,0.57,0.78,0.14,0.54,0,"http://fightmetric.com/fighter-details/e31502e3f79d00c5"
"Homer","Moore","The Rock","25-9-2",25,9,2,70,205,NA,"Orthodox",0.68,0.5,0.68,0,5.07,0.66,0,0,"http://fightmetric.com/fighter-details/e56df3c1d8b4b1cc"
"James","Moontasri","Moon Walker","9-5-0",9,5,0,70,170,71,"Switch",2.39,0.48,3.86,0.4,0,0,0.79,0.2,"http://fightmetric.com/fighter-details/c06a9b48d4132c8e"
"Steve","Montgomery","The Creepy Weasel","8-4-0",8,4,0,76,185,75,"Southpaw",4.85,0.39,4.12,0.47,0,0,0.64,0,"http://fightmetric.com/fighter-details/6e92eb1242b46636"
"Erick","Montano","Perry","8-5-0",8,5,0,72,170,73,"Orthodox",2.79,0.44,2.06,0.64,2.29,0.36,0.66,0,"http://fightmetric.com/fighter-details/8163cd7de0342652"
"Augusto","Montano","Dodger","15-3-0",15,3,0,73,170,73,"Orthodox",3.46,0.46,2.66,0.56,0,0,0.66,0,"http://fightmetric.com/fighter-details/94508d80e1f885fc"
"Andrew","Montanez",NA,"9-12-1",9,12,1,NA,185,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/72c9c2eadfc3277e"
"Darrell","Montague","Mongoose","13-5-0",13,5,0,66,125,67,"Southpaw",1.92,0.25,5.38,0.52,0.72,0.25,0.33,1.4,"http://fightmetric.com/fighter-details/bffeb123b21c9aad"
"Jeff","Monson","The Snowman","43-12-1",43,12,1,69,247,74,"Orthodox",0.97,0.3,2.87,0.59,1.06,0.12,0.66,0.7,"http://fightmetric.com/fighter-details/cbfd1d34356a004c"
"Hidetaka","Monma",NA,"17-10-4",17,10,4,72,168,NA,"Orthodox",1.67,0.25,9.76,0.34,0,0,0,0,"http://fightmetric.com/fighter-details/a8e133139286df84"
"Rudyard","Moncayo",NA,"0-3-0",0,3,0,70,195,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/02d276b7d62b3472"
"Ashkan","Mokhtarian","The Assassin","13-1-0",13,1,0,66,135,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/e9bc5748e6a76bb6"
"Nate","Mohr",NA,"9-7-0",9,7,0,69,155,72,"Orthodox",3.79,0.41,2.5,0.74,0.45,0.5,0.71,0,"http://fightmetric.com/fighter-details/04c15b52c3cc1cab"
"Bronson","Mohika",NA,"1-1-0",1,1,0,NA,135,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/65239fccecd03404"
"Roxanne","Modafferi","The Happy Warrior","15-11-0",15,11,0,66,135,NA,NA,2.85,0.27,5.42,0.38,0.97,0.07,0,0,"http://fightmetric.com/fighter-details/4498b382c65a7faa"
"Tatsuya","Mizuno",NA,"10-7-0",10,7,0,73,205,NA,"Southpaw",2.25,0.37,3.52,0.53,1.19,0.25,0.4,3.6,"http://fightmetric.com/fighter-details/478c8706bdb92440"
"Takeya","Mizugaki",NA,"21-11-2",21,11,2,67,135,68,"Orthodox",3.37,0.37,3.27,0.57,1.46,0.57,0.7,0.1,"http://fightmetric.com/fighter-details/48e093ea1f43a053"
"Motoki","Miyazawa",NA,"7-3-0",7,3,0,71,168,NA,"Southpaw",1.23,0.28,3.91,0.61,0,0,0,0,"http://fightmetric.com/fighter-details/9649d75defe0dedb"
"Kazuyuki","Miyata",NA,"11-8-0",11,8,0,68,139,NA,"Orthodox",2.04,0.52,1.82,0.63,4.31,0.46,0.68,0,"http://fightmetric.com/fighter-details/af70d268e5352186"
"Tomoya","Miyashita",NA,"17-9-7",17,9,7,67,139,NA,"Southpaw",1.67,0.65,0.93,0.33,4,0.8,0,2,"http://fightmetric.com/fighter-details/c9885b1b7c7055a0"
"Hiromitsu","Miura",NA,"9-6-0",9,6,0,69,170,71,"Orthodox",2.12,0.34,2.12,0.58,2.23,0.5,0.69,0.6,"http://fightmetric.com/fighter-details/509697e08673d2e5"
"Eiji","Mitsuoka",NA,"18-9-2",18,9,2,67,145,NA,"Southpaw",1.49,0.49,2.26,0.45,2.3,0.36,0.2,1.6,"http://fightmetric.com/fighter-details/2b4faacc16d66898"
"Matt","Mitrione",NA,"9-5-0",9,5,0,75,265,79,"Switch",3.55,0.5,2.79,0.64,0,0,0.55,0.7,"http://fightmetric.com/fighter-details/ba280572acfba13f"
"Roman","Mitichyan",NA,"7-3-0",7,3,0,70,170,NA,"Orthodox",0.26,0.16,2.7,0.43,1.93,1,0.25,1.9,"http://fightmetric.com/fighter-details/2961be02cfb0d2c1"
"Clay","Mitchell",NA,"1-1-0",1,1,0,74,185,NA,NA,1.63,0.85,0,0,0,0,1,4.1,"http://fightmetric.com/fighter-details/3d960455f880bb25"
"Brad","Mitchell",NA,"4-2-0",4,2,0,71,145,NA,NA,1.15,0.33,4.2,0.52,0,0,1,1.9,"http://fightmetric.com/fighter-details/7263e0dc082adc87"
"Danny","Mitchell","The Cheesecake Assassin","14-6-1",14,6,1,74,170,74,"Orthodox",2.53,0.49,2.53,0.52,0,0,1,3,"http://fightmetric.com/fighter-details/c06d554ce1713fd3"
"David","Mitchell","Daudi","12-4-0",12,4,0,72,170,76,"Orthodox",1.74,0.32,2.06,0.55,0.66,0.5,0.29,2,"http://fightmetric.com/fighter-details/8f3df4c579cfbb69"
"Felix Lee","Mitchell",NA,"2-7-0",2,7,0,NA,NA,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/6cbb7661c3258617"
"Dokonjonosuke","Mishima",NA,"20-7-2",20,7,2,67,155,NA,"Southpaw",1.06,0.41,1.22,0.52,2.47,0.4,0.25,1.4,"http://fightmetric.com/fighter-details/b14a68c533f4a4aa"
"Kazuo","Misaki","Hitman","24-11-2",24,11,2,68,183,NA,"Orthodox",2.85,0.4,2.74,0.63,0.72,0.38,0.51,0.6,"http://fightmetric.com/fighter-details/5e7a28f20927d64a"
"Damir","Mirenic","Wolf","8-4-0",8,4,0,72,185,NA,"Orthodox",0.84,0.5,9.86,0.35,0,0,0,0,"http://fightmetric.com/fighter-details/992c82450d96f726"
"Vitor","Miranda","Lex Luthor","13-5-0",13,5,0,73,185,77,"Orthodox",3.38,0.53,2.36,0.58,0.62,0.5,0.5,0,"http://fightmetric.com/fighter-details/4bcb6eb12b4ad4aa"
"Mario","Miranda",NA,"12-3-0",12,3,0,75,185,74,"Orthodox",1.96,0.54,2.46,0.36,1.02,0.6,0.54,0,"http://fightmetric.com/fighter-details/df2bf09c99594848"
"Juan","Miranda",NA,"7-4-0",7,4,0,NA,155,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/be8ad887e4d674b0"
